dimension,theme,type,detail,standard_code,urls,resource_code
Social,Comunidades locales,Registro,Matriz con medidas de mitigación,P115,"{'web': 'https://ciruelacertificada.cl/recurso/matriz-con-medidas-de-mitigacion/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P115-A108.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P115-A108.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P115-A108-Matriz-con-medidas-de-mitigacion.xlsx'}",000541
Social,Comunidades locales,Registro,Libro de reclamos y sugerencias,P121,"{'web': 'https://ciruelacertificada.cl/recurso/libro-de-reclamos-y-sugerencias/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P121-A114-Libro-de-reclamos-y-sugerencias.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P121-A114-Libro-de-reclamos-y-sugerencias.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P121-A114-Libro-de-reclamos-y-sugerencias.xlsx'}",000542
Social,Comunidades locales,Registro,Registro de portafolio de evidencia,P116,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-portafolio-de-evidencia/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.xlsx'}",000543
Social,Comunidades locales,Registro,Registro de portafolio de evidencia,P118,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-portafolio-de-evidencia/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.xlsx'}",000544
Social,Comunidades locales,Registro,Registro de portafolio de evidencia,P120,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-portafolio-de-evidencia/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P116-P118-P120-A109-A111-A113-Portafolio-de-evidencia.xlsx'}",000545
Ética,Debida diligencia,Registro,Matriz con listado de normativas aplicables,P143,"{'web': 'https://ciruelacertificada.cl/recurso/matriz-con-listado-de-normativas-aplicables/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P143-A129-Matriz-de-normativas-1.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P143-A129-Matriz-de-normativas-1.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P143-A129-Matriz-de-normativas-1.xlsx'}",000546
General,General,Registro,Registro de capacitaciones,P002,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000547
General,General,Registro,Registro de capacitaciones,P004,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000548
General,General,Registro,Registro de capacitaciones,P027,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000549
General,General,Registro,Registro de capacitaciones,P038,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000550
General,General,Registro,Registro de capacitaciones,P063,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000551
General,General,Registro,Registro de capacitaciones,P068,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000552
General,General,Registro,Registro de capacitaciones,P072,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000553
General,General,Registro,Registro de capacitaciones,P081,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000554
General,General,Registro,Registro de capacitaciones,P089,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000555
General,General,Registro,Registro de capacitaciones,P110,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000556
General,General,Registro,Registro de capacitaciones,P112,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000557
General,General,Registro,Registro de capacitaciones,P113,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000558
General,General,Registro,Registro de capacitaciones,P134,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000559
General,General,Registro,Registro de capacitaciones,P139,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000560
General,General,Registro,Acta de reuniones,P039,"{'web': 'https://ciruelacertificada.cl/recurso/acta-de-reuniones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.xlsx'}",000561
General,General,Registro,Acta de reuniones,P109,"{'web': 'https://ciruelacertificada.cl/recurso/acta-de-reuniones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.xlsx'}",000562
General,General,Registro,Acta de reuniones,P144,"{'web': 'https://ciruelacertificada.cl/recurso/acta-de-reuniones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.xlsx'}",000563
Ambiente,Inocuidad,Señalética,Dé aviso en caso de enfermedad,P098,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-de-aviso-en-caso-de-enfermedad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P98-A84-Aviso-enfermedad.pdf'}",000564
Ambiente,Inocuidad,Señalética,Lavado correcto de manos,P098,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-lavado-correcto-de-manos/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P98-A84-Lavado-de-manos.pdf'}",000565
Social,CT y PS,Señalética,Zona de seguridad,P127,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-zona-de-seguridad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Zona-de-seguridad.pdf'}",000566
Social,CT y PS,Señalética,Vía de escape izquierda,P127,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-via-de-escape-izquierda/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Escape-izquierda.pdf'}",000567
Social,CT y PS,Señalética,Vía de escape derecha,P127,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-via-de-escape-derecha/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Escape-derecha.pdf'}",000568
Social,CT y PS,Señalética,Botiquín,P127,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-botiquin/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Botiquin.pdf'}",000569
Social,CT y PS,Señalética,Extintor,P127,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-extintor/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Extintor.pdf'}",000570
Social,CT y PS,Señalética,Teléfonos de emergencia,P127,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-telefonos-de-emergencia/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Fono-emergencia.pdf'}",000571
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P001,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000572
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P002,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000573
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P003,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000574
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P004,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000575
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P005,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000576
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P006,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000577
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P007,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000578
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P008,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000579
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P009,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000580
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P010,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000581
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P011,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000582
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P012,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000583
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P013,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000584
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P014,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000585
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P015,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000586
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P016,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000587
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P017,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000588
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P018,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000589
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),P019,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000590
Ambiente,Suelo,Guía,Guía para la gestión sustentable del suelo ,P020,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-del-suelo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Suelo_Digital.pdf'}",000591
Ambiente,Suelo,Guía,Guía para la gestión sustentable del suelo ,P021,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-del-suelo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Suelo_Digital.pdf'}",000592
Ambiente,Suelo,Guía,Guía para la gestión sustentable del suelo ,P022,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-del-suelo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Suelo_Digital.pdf'}",000593
Ambiente,Suelo,Guía,Guía para la gestión sustentable del suelo ,P023,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-del-suelo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Suelo_Digital.pdf'}",000594
Ambiente,Suelo,Guía,Guía para la gestión sustentable del suelo ,P024,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-del-suelo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Suelo_Digital.pdf'}",000595
Ambiente,Suelo,Guía,Guía para la gestión sustentable del suelo ,P025,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-del-suelo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Suelo_Digital.pdf'}",000596
Ambiente,Suelo,Guía,Guía para la gestión sustentable del suelo ,P026,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-del-suelo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Suelo_Digital.pdf'}",000597
Ambiente,Suelo,Guía,Guía para la gestión sustentable del suelo ,P027,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-del-suelo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Suelo_Digital.pdf'}",000598
