dimension,theme,type,detail,standard_code,urls,resource_code
General,General,Registro,Registro de capacitaciones,A050,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000046
General,General,Registro,Registro de capacitaciones,A053,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000047
General,General,Registro,Registro de capacitaciones,A065,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000048
General,General,Registro,Registro de capacitaciones,A072,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000049
General,General,Registro,Registro de capacitaciones,A083,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000050
General,General,Registro,Registro de capacitaciones,A103,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000051
General,General,Registro,Registro de capacitaciones,A105,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000052
General,General,Registro,Registro de capacitaciones,A106,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000053
General,General,Registro,Registro de capacitaciones,A124,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000054
General,General,Registro,Registro de capacitaciones,A130,"{'web': 'https://ciruelacertificada.cl/recurso/registro-de-capacitaciones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P2-P4-P27-P38-P63-P68-P72-P81-P89-P110-P112-P113-P134-P139-A2-A4-A20-A42-A50-A53-A65-A72-A83-A103-A105-A106-A124-A130-Registro-de-capacitaciones.xlsx'}",000055
General,General,Registro,Acta de reuniones,A021,"{'web': 'https://ciruelacertificada.cl/recurso/acta-de-reuniones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.xlsx'}",000056
General,General,Registro,Acta de reuniones,A102,"{'web': 'https://ciruelacertificada.cl/recurso/acta-de-reuniones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.xlsx'}",000057
General,General,Registro,Acta de reuniones,A134,"{'web': 'https://ciruelacertificada.cl/recurso/acta-de-reuniones/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.pdf', 'word': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.docx', 'excel': 'http://ciruelacertificada.cl/wp-content/uploads/2025/03/P39-P109-P144-A21-A102-A134-Acta-de-reunion.xlsx'}",000058
G. de la calidad,Calidad,Señalética,"Prohibido comer, beber, fumar",A093,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-prohibido-comer-beber-fumar/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/A93-Prohibido.pdf'}",000059
Ambiente,Inocuidad,Señalética,Dé aviso en caso de enfermedad,A084,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-de-aviso-en-caso-de-enfermedad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P98-A84-Aviso-enfermedad.pdf'}",000060
Ambiente,Inocuidad,Señalética,Lavado correcto de manos,A084,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-lavado-correcto-de-manos/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P98-A84-Lavado-de-manos.pdf'}",000061
Social,CT y PS,Señalética,Zona de seguridad,A119,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-zona-de-seguridad/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Zona-de-seguridad.pdf'}",000062
Social,CT y PS,Señalética,Vía de escape izquierda,A119,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-via-de-escape-izquierda/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Escape-izquierda.pdf'}",000063
Social,CT y PS,Señalética,Vía de escape derecha,A119,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-via-de-escape-derecha/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Escape-derecha.pdf'}",000064
Social,CT y PS,Señalética,Botiquín,A119,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-botiquin/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Botiquin.pdf'}",000065
Social,CT y PS,Señalética,Extintor,A119,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-extintor/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Extintor.pdf'}",000066
Social,CT y PS,Señalética,Teléfonos de emergencia,A119,"{'web': 'https://ciruelacertificada.cl/recurso/senaletica-telefonos-de-emergencia/', 'pdf': 'http://ciruelacertificada.cl/wp-content/uploads/2025/01/P127-A119-Fono-emergencia.pdf'}",000067
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A001,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000068
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A002,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000069
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A003,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000070
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A004,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000071
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A005,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000072
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A006,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000073
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A007,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000074
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A008,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000075
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A009,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000076
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A010,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000077
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A011,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000078
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A012,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000079
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A013,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000080
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A014,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000081
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A015,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000082
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A016,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000083
Ambiente,Agua,Guía,Guía para el uso sustentable del agua (adaptación predio y planta),A017,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-el-uso-sustentable-del-agua/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Agua_Digital.pdf'}",000084
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A018,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000085
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A019,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000086
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A020,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000087
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A021,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000088
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A022,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000089
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A023,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000090
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A024,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000091
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A025,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000092
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A026,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000093
Ambiente,Biodiversidad,Guía,Guía para la conservación de la biodiversidad ,A027,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-conservacion-de-la-biodiversidad/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Biodiversidad_Digital.pdf'}",000094
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A028,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000095
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A029,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000096
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A030,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000097
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A031,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000098
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A032,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000099
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A033,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000100
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A034,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000101
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A035,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000102
Ambiente,Insumos,Guía,Guía para la gestión sustentable los insumos ,A036,"{'web': 'https://ciruelacertificada.cl/recurso/guia-para-la-gestion-sustentable-de-los-insumos-utilizados-en-el-proceso-productivo/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Insumos_Digital.pdf'}",000103
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A037,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000104
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A038,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000105
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A039,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000106
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A040,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000107
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A041,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000108
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A042,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000109
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A043,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000110
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A044,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000111
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A045,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000112
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A046,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000113
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A047,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000114
Ambiente,Residuos,Guía,Guía para la gestión sustentable de los residuos.,A048,"{'web': 'https://ciruelacertificada.cl/recurso/guia-gestion-sustentable-de-los-residuos/', 'pdf': 'https://ciruelacertificada.cl/wp-content/uploads/2024/11/Residuos_Digital.pdf'}",000115
